scraped_at,tab,load_id,pay,pickup_location,pickup_time,delivery_location,delivery_time,dhpu,loaded,notes,total_miles,rate_per_mile,score,deadhead_miles
2026-07-01T04:35:53.357928,SE,72070451,$798.98,"ROUND ROCK, TX",07/6 00:30,"SUGAR LAND, TX",07/6 06:03,696,167,BASEBALL EQ PCS & WGT VARIES DRIVER MAY HAVE TO HELP WITH LOADING/UNLOADING,863,0.93,1,
2026-07-01T04:35:56.050382,SE,72072797,"$2,414.13","EL PASO, TX",07/6 00:30,"OKLAHOMA CITY, OK",07/6 06:00,268,674,BASEBALL EQ PCS & WGT MAY VARIE . MAY NEED TO ASSIST IN LOADING/UNLOADING,942,2.56,46,
2026-07-01T04:35:58.991891,SE,72082051,"$1,728.16","SOUTH JORDAN, UT",07/6 00:30,"LAS VEGAS, NV",07/6 10:57,613,421,L1131164: DRIVER MAY BE REQUESTED TO HELP WITH LOADING/UNLOADING.,1034,1.67,20,
2026-07-01T11:08:01.845955,SE,72108101,"$6,376.91","WALKERSVILLE, MD",07/6 07:00,"SOUTH SAN FRANCISCO, CA",07/8 19:32,"1,819","2,775",NO NOTES,4594,1.39,17,
2026-07-01T11:14:31.414704,WG,72108534,$843.05,"BROOKS, KY",07/2 07:00,"WEST CHESTER, OH",07/2 11:19,"1,310",133,NO NOTES,1443,0.58,1,
2026-07-01T11:35:44.387907,WG,72061110,"$1,185.93","LOUISVILLE, KY",07/6 07:30,"LA VERGNE, TN",07/6 14:23,"1,306",183,NO NOTES,1489,0.80,1,
2026-07-01T11:36:16.923666,SE,72104705,$950.78,"BALTIMORE, MD",07/6 07:30,"LEWES, DE",07/6 11:21,"1,862",111,NO NOTES,1973,0.48,1,
2026-07-01T12:00:36.162764,WG,72105159,"$1,192.47","GROVE CITY, OH",07/6 08:00,"WHITESTOWN, IN",07/6 14:00,"1,461",198,"PR2297: IF PALLET JACK REQUESTED NEED TO MAKE SURE IT'S ACCESSIBLE TO OFFLOAD TRK. DRIVERS MAY NEED TO OFFLOAD TRK TO DOCK AT DELIVERIES, ESPECIALLY NC AND FL.",1659,0.72,1,
2026-07-01T12:00:39.279995,WG,72108421,"$4,564.30","WHIPPANY, NJ",07/6 08:00,"CLEARWATER, FL",07/7 10:00,"1,977","1,152",NO NOTES,3129,1.46,17,
2026-07-01T12:00:42.635933,WG,72108426,"$4,167.18","CLEARWATER, FL",07/6 08:00,"LITTLETON, CO",07/8 01:52,"1,714","1,898",NO NOTES,3612,1.15,8,
2026-07-01T12:00:50.481946,SE,72108765,"$4,211.84","COATESVILLE, PA",07/1 12:30,"POMONA, MO",07/2 12:19,"1,888","1,049",NO NOTES,2937,1.43,16,
2026-07-01T12:07:40.129914,WG,72108557,"$3,605.75","KINGSPORT, TN",07/6 08:00,"HOUSTON, TX",07/7 12:40,"1,496","1,014",DRIVER PLEASE CALL IN WE NEED TO SEND DLV DOC MUST BE IN HAND TO MAKE DELIVERY,2510,1.44,15,
2026-07-01T12:07:48.617396,WG,72108366,"$2,072.11","PENNSVILLE, NJ",07/6 08:00,"SAINT ALBANS, VT",07/7 08:00,"1,920",433,NO NOTES,2353,0.88,2,
2026-07-01T12:14:30.584212,WG,72108704,"$1,053.55","ROBBINSVILLE, NJ",07/2 10:00,"SOUDERTON, PA",07/3 11:30,"1,957",49,NO NOTES,2006,0.53,1,
2026-07-01T12:35:51.693944,WG,72108369,$944.96,"MOUNT VERNON, IN",07/6 08:30,"BROOKS, KY",07/7 14:30,"1,192",153,**PLEASE BE SURE YOU ARE IN RANGE WHEN YOU ARRIVE* SET POINT 20C**,1345,0.70,1,
2026-07-01T12:42:23.308139,WG,72108767,"$1,569.20","NEW BRUNSWICK, NJ",07/1 10:00,"CALEDONIA, MI",07/2 08:00,"1,974",733,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2707,0.58,1,
2026-07-01T13:00:56.167732,WG,72105801,"$1,602.70","PHILADELPHIA, PA",07/6 09:00,"RENSSELAER, NY",07/6 15:07,"1,937",217,NO NOTES,2154,0.74,1,
2026-07-01T13:00:59.813935,WG,72108289,"$2,644.46","MISSISSAUGA, ON",07/6 09:00,"MOUNT PROSPECT, IL",07/7 08:00,"1,775",528,NO NOTES,2303,1.15,6,
2026-07-01T13:01:02.801309,WG,72107914,"$3,505.07","LIBERTYVILLE, IL",07/6 09:00,"NORTH CHARLESTON, SC",07/7 09:00,"1,355",950,NO NOTES,2305,1.52,18,
2026-07-01T13:01:06.501052,WG,72108687,"$1,075.01","LOCKBOURNE, OH",07/6 09:00,"BROOKS, KY",07/6 15:12,"1,470",221,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1691,0.64,1,
2026-07-01T13:01:09.753473,WG,72102682,"$2,656.41","LA VERGNE, TN",07/6 09:00,"FAIRFIELD, NJ",07/7 05:03,"1,234",872,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",2106,1.26,10,
2026-07-01T13:01:13.667327,WG,72105811,"$1,519.14","ALLENTOWN, PA",07/6 09:00,"RENSSELAER, NY",07/6 15:08,"1,903",218,NO NOTES,2121,0.72,1,
2026-07-01T13:07:50.931604,WG,72108376,"$2,074.07","LOCKBOURNE, OH",07/6 09:00,"CAMBRIDGE, ON",07/6 19:19,"1,470",391,NO NOTES,1861,1.11,5,
2026-07-01T13:08:00.997108,WG,72102550,"$1,331.90","CAMBRIDGE, MA",07/6 09:00,"WALLOPS ISLAND, VA",07/7 08:00,"2,216",478,NO NOTES,2694,0.49,1,
2026-07-01T13:08:04.894545,WG,72105858,"$3,209.35","KINGSPORT, TN",07/6 09:00,"CATOOSA, OK",07/7 09:00,"1,496",887,NO NOTES,2383,1.35,12,
2026-07-01T13:08:42.111819,SE,72106676,$597.29,"KANSAS CITY, MO",07/6 09:00,"KANSAS CITY, MO",07/6 13:42,790,65,RKN# TBD,855,0.70,1,
2026-07-01T13:14:54.161669,WG,72108612,"$3,017.88","HILL AFB, UT",07/6 09:00,"COSTA MESA, CA",07/7 11:00,652,716,NO NOTES,1368,2.21,36,
2026-07-01T13:36:29.252371,WG,72060307,"$2,150.44","LOUISVILLE, KY",07/6 09:30,"OLIVE BRANCH, MS",07/7 07:00,"1,306",382,"TVAL 36-46 C SP 40 C, DRIVER SECURE, NON HAZ PHARMACEUTICALS",1688,1.27,9,
2026-07-01T13:43:04.907395,WG,72108793,"$1,551.42","SAINT LOUIS, MO",07/6 09:30,"CARTERSVILLE, GA",07/6 21:58,"1,034",516,NO NOTES,1550,1.00,1,
2026-07-01T13:57:26.161274,SE,72108658,"$5,343.60","LINDEN, NJ",07/3 08:00,"POST FALLS, ID",07/6 11:00,"1,987","2,556",NO NOTES,4543,1.18,10,
2026-07-01T14:01:11.331841,WG,72108525,"$2,303.08","NEW BRUNSWICK, NJ",07/6 10:00,"MOUNT VERNON, IN",07/7 09:00,"1,974",852,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2826,0.81,2,
2026-07-01T14:01:14.783191,WG,72108528,"$2,303.08","NEW BRUNSWICK, NJ",07/6 10:00,"MOUNT VERNON, IN",07/7 09:00,"1,974",852,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2826,0.81,2,
2026-07-01T14:01:18.709782,WG,72108402,"$3,346.27","ROCKVILLE, MD",07/6 10:00,"ROCKFORD, IL",07/7 08:00,"1,838",765,NO NOTES,2603,1.29,11,
2026-07-01T14:01:22.281532,WG,72108771,"$2,628.17","SAINT LOUIS, MO",07/6 10:00,"FORT COLLINS, CO",07/7 06:38,"1,034",900,NO NOTES,1934,1.36,12,
2026-07-01T14:01:26.147158,WG,72108233,"$2,550.07","CHARLES CITY, IA",07/6 10:00,"LOCKBOURNE, OH",07/7 12:00,"1,128",680,NO NOTES,1808,1.41,14,
2026-07-01T14:01:29.499172,WG,72108757,"$2,303.08","NEW BRUNSWICK, NJ",07/6 10:00,"MOUNT VERNON, IN",07/7 09:00,"1,974",852,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2826,0.81,2,
2026-07-01T14:01:33.348932,WG,72108536,"$2,208.80","BLOOMINGTON, IN",07/6 10:00,"TARRYTOWN, NY",07/7 08:00,"1,267",805,NO NOTES,2072,1.07,4,
2026-07-01T14:08:01.523032,WG,72107903,"$2,340.89","PHILADELPHIA, PA",07/6 08:00,"MOUNT VERNON, IN",07/7 09:00,"1,937",821,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,2758,0.85,2,
2026-07-01T14:08:21.309507,WG,72108458,$847.97,"BETHLEHEM, PA",07/6 10:00,"BREINIGSVILLE, PA",07/6 12:04,"1,924",27,NO NOTES,1951,0.43,1,
2026-07-01T14:08:24.268864,WG,72108225,"$1,386.24","ALLENTOWN, PA",07/6 10:00,"LOCKBOURNE, OH",07/7 10:00,"1,903",448,NO NOTES,2351,0.59,1,
2026-07-01T14:08:34.521132,WG,72100133,"$4,812.35","SAN ANTONIO, NM",07/6 10:00,"HUNTSVILLE, AL",07/7 15:19,92,"1,308","LOAD: 1 X 20KW FIREFLY 91""L X 53""W X 89""H, 2700LBS (LITHIUM ION BATTERY STORED IN UNIT WITH SHUTOFF SWITCH AND NO WAY THE POWER CAN TURN ON DURING SHIPMENT) 1 X 10KW 53""L X 53""W X 84""H, 1700LBS (LITHIUM ION BATTERY STORED IN UNIT WITH SHUTOFF SWITCH AND NO WAY THE POWER CAN TURN ON DURING SHIPMENT) 2 X STANDARD 4 X 4 PALLETS 300LBS (TOOLING AND SPARE TESTING EQUIPMENT)",1400,3.44,72,
2026-07-01T14:09:20.232271,SE,72108558,"$1,389.89","CLEARWATER, FL",07/6 10:00,"NEW ORLEANS, LA",07/7 09:00,"1,714",613,NO NOTES,2327,0.60,1,
2026-07-01T14:15:32.642884,WG,72108756,"$1,048.25","BALTIMORE, MD",07/6 10:00,"PHILADELPHIA, PA",07/6 14:26,"1,861",115,NO NOTES,1976,0.53,1,
2026-07-01T14:15:39.458014,WG,72107466,"$1,454.28","WEBSTER, TX",07/6 10:00,"DALLAS, TX",07/7 11:00,909,298,NO NOTES,1207,1.20,7,
2026-07-01T14:15:42.124432,WG,72108334,"$1,570.55","ALLENTOWN, PA",07/6 10:00,"LOCKBOURNE, OH",07/7 14:00,"1,903",448,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,2351,0.67,1,
2026-07-01T14:21:40.216977,WG,72108492,"$1,173.16","BILLERICA, MA",07/6 07:30,"FAIRFIELD, NJ",07/6 14:00,"2,223",233,NO NOTES,2456,0.48,1,
2026-07-01T14:36:23.686984,WG,72108389,"$3,003.33","MALVERN, PA",07/6 10:30,"MEMPHIS, TN",07/7 11:21,"1,906","1,027",NO NOTES,2933,1.02,3,
2026-07-01T14:36:26.742699,WG,72104386,"$1,133.02","NORTHBOROUGH, MA",07/6 10:30,"BEDFORD, MA",07/6 12:39,"2,188",31,NO NOTES,2219,0.51,1,
2026-07-01T14:37:09.752892,SE,72104647,"$1,368.87","ROCHESTER, NY",07/6 10:30,"WORCESTER, MA",07/6 19:31,"1,850",354,NO NOTES,2204,0.62,1,
2026-07-01T14:42:34.300856,WG,72108803,"$1,079.97","HICKSVILLE, NY",07/2 10:00,"JAMAICA, NY",07/2 11:58,"2,034",22,NO NOTES,2056,0.53,1,
2026-07-01T14:57:34.596920,SE,72108715,"$1,125.20","ERIE, PA",07/1 14:00,"LAFAYETTE, IN",07/2 00:15,"1,685",412,NO NOTES,2097,0.54,1,
2026-07-01T15:01:51.736220,WG,72102670,$902.86,"LA VERGNE, TN",07/6 11:00,"MEMPHIS, TN",07/6 16:58,"1,234",210,UP TO 6 PALLETS,1444,0.63,1,
2026-07-01T15:01:54.974934,WG,72108359,"$4,282.70","SHEPHERDSVILLE, KY",07/6 11:00,"TEMPE, AZ",07/8 12:00,"1,315","1,728",BAX5100: ALL TAKEDA LOADS THAT ARE TEMP SHOULD BE TVAL,3043,1.41,15,
2026-07-01T15:02:00.147965,WG,72108418,"$1,977.36","NORTHBOROUGH, MA",07/6 11:00,"PHILADELPHIA, PA",07/7 09:00,"2,188",269,NO NOTES,2457,0.80,2,
2026-07-01T15:08:48.361298,WG,72107978,"$1,772.72","KANSAS CITY, MO",07/6 11:00,"ROCKFORD, IL",07/6 22:00,783,482,NO NOTES,1265,1.40,13,
2026-07-01T15:08:58.827780,SE,72108808,$891.97,"MECHANICSBURG, PA",07/1 16:00,"MILLBURN, NJ",07/2 09:00,"1,819",163,NO NOTES,1982,0.45,1,
2026-07-01T15:14:34.965550,WG,72108240,"$1,295.28","MALVERN, PA",07/2 09:00,"RARITAN, NJ",07/2 11:52,"1,906",65,NO NOTES,1971,0.66,1,
2026-07-01T15:30:14.813678,WG,72108810,"$3,866.68","BOCA RATON, FL",07/6 11:00,"LA VERGNE, TN",07/7 12:00,"1,907",855,ORDER NOTE: APPT. CONFIRMATION 46556532 @11AM,2762,1.40,15,
2026-07-01T16:01:20.955252,WG,72108526,"$3,443.00","KANSAS CITY, MO",07/6 12:00,"SOUDERTON, PA",07/7 13:38,783,"1,135",NO NOTES,1918,1.80,25,
2026-07-01T16:01:25.690743,WG,72108259,"$5,438.32","CRANBURY, NJ",07/6 12:00,"OAKDALE, MN",07/7 15:12,"1,970","1,196",NO NOTES,3166,1.72,25,
2026-07-01T16:01:30.203130,WG,72108463,"$1,919.11","DURHAM, NC",07/6 12:00,"PHILADELPHIA, PA",07/7 08:00,"1,732",404,FED EX DRIVER(S) WILL UNLOAD SHIPMENT AND DELIVER TO THE 13TH FLOOR. THE FREIGHT ELEVATORS MUST BE USED.,2136,0.90,2,
2026-07-01T16:08:29.504222,WG,72108378,"$7,207.69","BIRMINGHAM, AL",07/6 12:00,"SAN DIEGO, CA",07/8 11:00,"1,240","1,996",NO NOTES,3236,2.23,41,
2026-07-01T16:08:32.561276,WG,72108308,"$1,448.58","ALLENTOWN, PA",07/6 12:00,"LOCKBOURNE, OH",07/7 13:00,"1,903",448,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,2351,0.62,1,
2026-07-01T16:08:42.296348,WG,72108467,$740.51,"SHEPHERDSVILLE, KY",07/6 12:00,"GROVE CITY, OH",07/7 08:00,"1,315",216,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1531,0.48,1,
2026-07-01T16:29:45.329193,SE,72108815,"$2,161.96","RALEIGH, NC",07/1 15:00,"SALEM, NH",07/2 08:00,"1,755",724,NO NOTES,2479,0.87,2,
2026-07-01T17:01:11.005614,WG,72108333,"$2,744.50","LA VERGNE, TN",07/6 13:00,"HOUSTON, TX",07/7 10:00,"1,234",800,NO NOTES,2034,1.35,12,
2026-07-01T17:01:14.486016,WG,72108607,"$1,483.48","LA VERGNE, TN",07/6 13:00,"COLUMBUS, OH",07/7 08:30,"1,234",393,NO NOTES,1627,0.91,1,
2026-07-01T17:01:20.242734,WG,72108466,"$1,195.21","SHEPHERDSVILLE, KY",07/6 13:00,"SIMPSONVILLE, SC",07/7 08:00,"1,315",398,BAX5100: ALL TAKEDA LOADS THAT ARE TEMP SHOULD BE TVAL,1713,0.70,1,
2026-07-01T17:01:24.523350,WG,72107706,"$1,354.40","CALEDONIA, MI",07/6 13:00,"ROCKFORD, IL",07/7 09:00,"1,490",272,NO NOTES,1762,0.77,1,
2026-07-01T17:01:29.049496,WG,72108350,"$1,753.34","MEMPHIS, TN",07/6 13:00,"ORLANDO, FL",07/7 07:01,"1,023",757,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1780,0.99,1,
2026-07-01T17:01:33.255288,WG,72108332,"$2,087.04","LA VERGNE, TN",07/6 13:00,"LONGVIEW, TX",07/7 09:00,"1,234",595,NO NOTES,1829,1.14,6,
2026-07-01T17:01:37.783963,WG,72009221,"$2,104.97","EAGLE LAKE, TX",07/6 13:00,"EAST CAMDEN, AR",07/7 09:00,872,429,"THE DRIVER NEEDS TO BE PROVIDED WITH THE PAPERWORK IN HARD COPY SINCE THEY'LL BE TRANSPORTING EXPLOSIVES. HE'LL NEED THREE THINGS, THE BOL, IHC, AND DOT-SP-15448. THE PICK UP LOCATION WILL NEED A 1 HOUR CALL IN ADVANCE AS WELL",1301,1.62,19,
2026-07-01T17:15:11.356122,WG,72107663,"$1,418.21","SHEPHERDSVILLE, KY",07/6 13:00,"DOTHAN, AL",07/7 09:00,"1,315",538,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,1853,0.77,1,
2026-07-01T17:16:15.981127,SE,72108836,"$5,608.63","MOJAVE, CA",07/6 12:30,"PATUXENT RIVER, MD",07/9 00:00,749,"2,634",NO NOTES,3383,1.66,23,
2026-07-01T17:22:42.611281,WG,72105203,$997.65,"RICHLAND, MS",07/6 13:15,"MEMPHIS, TN",07/6 21:15,"1,054",207,NO NOTES,1261,0.79,1,
2026-07-01T17:23:18.812997,SE,72108722,"$5,233.04","PISCATAWAY, NJ",07/6 03:00,"LAS VEGAS, NV",07/8 11:00,"1,973","2,515",LVBILL2: ALL DRIVERS MUST READ AND FOLLOW THESE SECURITY MEASURES ON ALL LOUIS VUITTON SHIPMENTS,4488,1.17,9,
2026-07-01T18:01:32.147710,WG,72107774,"$2,016.54","WILMINGTON, OH",07/6 14:00,"ALLENTOWN, PA",07/7 08:00,"1,428",501,NO NOTES,1929,1.05,3,
2026-07-01T18:01:35.183105,WG,72108342,"$1,577.35","LA VERGNE, TN",07/6 14:00,"KERNERSVILLE, NC",07/7 08:00,"1,234",443,NO NOTES,1677,0.94,1,
2026-07-01T18:01:38.459716,WG,72102660,"$1,869.58","LA VERGNE, TN",07/6 14:00,"MONROEVILLE, PA",07/7 08:00,"1,234",587,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1821,1.03,2,
2026-07-01T18:01:41.481134,WG,72102600,"$1,675.69","LA VERGNE, TN",07/6 14:00,"RALEIGH, NC",07/7 08:00,"1,234",522,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1756,0.95,1,
2026-07-01T18:01:44.479396,WG,72108341,"$3,082.85","LA VERGNE, TN",07/6 14:00,"SAN ANTONIO, TX",07/7 11:45,"1,234",952,NO NOTES,2186,1.41,14,
2026-07-01T18:08:48.899479,WG,72108122,"$2,175.68","BETHLEHEM, PA",07/6 14:00,"INDIANAPOLIS, IN",07/7 07:00,"1,924",652,NO FREIGHT PICKING UP HERE. CHECK IN AT TECHNOLOGY CENTER GUARD STATION - THIS DELIVER FIRST - THEY WILL SEND YOU TO THE 1223 SOUTH HARDING ST TO DELIVER,2576,0.84,2,
2026-07-01T18:14:28.827718,WG,72108873,"$1,267.30","ERIE, PA",07/6 08:00,"INDIANAPOLIS, IN",07/6 18:09,"1,696",407,NO NOTES,2103,0.60,1,
2026-07-01T18:21:24.922293,WG,72108850,$839.97,"BALTIMORE, MD",07/2 07:00,"GAITHERSBURG, MD",07/2 09:23,"1,862",42,NO NOTES,1904,0.44,1,
2026-07-01T18:30:16.911263,SE,72108851,"$1,442.14","TAYLORSVILLE, MS",07/5 23:00,"DECATUR, GA",07/6 09:00,"1,110",393,NO NOTES,1503,0.96,1,
2026-07-01T18:35:27.894197,WG,72108852,$803.06,"BALTIMORE, MD",07/2 09:00,"GAITHERSBURG, MD",07/2 11:00,"1,862",42,TRUCK SEAL REQ,1904,0.42,1,
2026-07-01T18:36:58.260507,WG,72095751,"$3,135.88","GLENCOE, MN",07/6 14:30,"BRANCHBURG, NJ",07/7 18:12,"1,200","1,232",FRT IS PIG SKINS/TVAL/TEAM DRIVERS/BE PREPARED TO DELIVER STRAIGHT THRU,2432,1.29,11,
2026-07-01T18:49:52.832765,WG,72108881,"$2,339.03","PENDLETON, SC",07/6 09:00,"ROCHESTER, NY",07/7 08:30,"1,507",831,ORDER NOTE: PICK-UP NUMBER C01-045413,2338,1.00,2,
2026-07-01T19:02:13.557939,WG,72107740,"$2,238.38","LOGAN, UT",07/6 15:00,"BOTHELL, WA",07/7 11:00,706,793,NO NOTES,1499,1.49,16,
2026-07-01T19:02:16.873175,WG,72102693,"$1,688.97","LA VERGNE, TN",07/6 15:00,"MOUNT PROSPECT, IL",07/7 07:00,"1,234",516,UP TO 6 PALLETS,1750,0.97,1,
2026-07-01T19:02:20.431370,WG,72104009,"$1,943.35","SHEPHERDSVILLE, KY",07/6 15:00,"NEWARK, DE",07/7 08:00,"1,315",678,SHIPPER WILL HAVE AN ESCORT TRUCK FOLLOW FOR FIRST 100 MILES.OR THE WHOLE TRIP;CONF #:,1993,0.98,2,
2026-07-01T19:02:23.057200,WG,72104656,"$1,184.34","MOUNT VERNON, IN",07/6 15:00,"OLIVE BRANCH, MS",07/7 02:00,"1,192",302,PLEASE BE IN RANGE WHEN YOU ARRIVE AT SHIPPER**SET POINT 5C,1494,0.79,1,
2026-07-01T19:02:26.029138,WG,72107775,"$2,176.75","WILMINGTON, OH",07/6 15:00,"PHILADELPHIA, PA",07/7 07:00,"1,428",536,NO NOTES,1964,1.11,5,
2026-07-01T19:02:28.971712,WG,72106894,"$4,271.00","FORT WORTH, TX",07/6 15:00,"RENO, NV",07/8 11:00,612,"1,639",TRUCK WILL NEED TO BE PRE-COOLED PRIOR TO ARRIVING FOR PICKUP AND CONTINUOUSLY RUN,2251,1.90,29,
2026-07-01T19:02:31.899418,WG,72108343,"$3,752.51","LA VERGNE, TN",07/6 15:00,"DENVER, CO",07/7 17:22,"1,234","1,169",NO NOTES,2403,1.56,19,
2026-07-01T19:09:14.818799,WG,72106573,"$3,465.21","AUDUBON, PA",07/6 15:00,"LA VERGNE, TN",07/7 10:00,"1,916",806,NO NOTES,2722,1.27,11,
2026-07-01T19:09:34.056882,WG,72106422,"$1,597.81","BROOKS, KY",07/6 15:00,"KERNERSVILLE, NC",07/7 08:00,"1,310",472,NO NOTES,1782,0.90,1,
2026-07-01T19:15:46.621435,WG,72108886,$698.43,"CARY, NC",07/6 14:00,"RALEIGH, NC",07/6 15:55,"1,747",20,NO NOTES,1767,0.40,1,
2026-07-01T19:16:25.085330,WG,72105646,"$1,927.26","MEMPHIS, TN",07/6 15:00,"CANFIELD, OH",07/7 08:32,"1,023",754,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1777,1.08,4,
2026-07-01T19:28:27.790133,WG,72108888,$912.47,"BOSTON, MA",07/2 09:00,"BOSTON, MA",07/2 14:05,"2,221",98,CSAFE RKN SHIPMENT TO DELIVER FREIGHT. WILL NEED TO FOLLOW DESTINATION DRIVER INSTRUCTIONS. INSTRUCTIONS WILL BE EMAILED TO YOU TEMP TRUCK SET POINT 5CAND RANGE 2-8C,2319,0.39,1,
2026-07-01T19:28:33.990384,WG,72108855,"$2,569.51","CARMEL, IN",07/2 15:00,"WICHITA, KS",07/3 08:00,"1,301",693,"L1065293: 12' OR 20' TRUCK - DOCK HIGH - LIFTGATE REQUIRED - STRAPS / BARS, NO TEMP REQUIRED",1994,1.29,10,
2026-07-01T19:35:29.368190,WG,72108856,"$2,194.87","CARMEL, IN",07/2 10:00,"BALTIMORE, MD",07/3 07:00,"1,301",581,"L1065293: 12' OR 20' TRUCK - DOCK HIGH - LIFTGATE REQUIRED - STRAPS / BARS, NO TEMP REQUIRED",1882,1.17,7,
2026-07-01T19:37:14.041990,WG,72108522,"$1,626.35","BROOKS, KY",07/6 15:30,"CHARLOTTE, NC",07/7 08:30,"1,310",479,NO NOTES,1789,0.91,1,
2026-07-01T20:00:31.865939,WG,72108904,"$1,570.98","SPARKS, NV",07/5 15:00,"TEMECULA, CA",07/6 11:00,"1,025",510,NO NOTES,1535,1.02,2,
2026-07-01T20:02:44.057885,WG,72105274,$912.88,"LA VERGNE, TN",07/6 16:00,"OLIVE BRANCH, MS",07/7 09:00,"1,234",233,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1467,0.62,1,
2026-07-01T20:02:47.658741,WG,72108360,"$1,492.27","MEMPHIS, TN",07/6 16:00,"WHITESTOWN, IN",07/7 08:00,"1,023",495,"L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",1518,0.98,1,
2026-07-01T20:03:32.340489,SE,72107707,"$4,762.78","LOGAN, UT",07/6 16:00,"PORTSMOUTH, NH",07/9 08:00,706,"2,415",NO NOTES,3121,1.53,19,
2026-07-01T20:37:20.909911,SE,72108906,"$5,868.63","SHARON HILL, PA",07/2 10:00,"TRACY, CA",07/6 11:00,"1,925","2,861",NO NOTES,4786,1.23,12,
2026-07-01T20:44:33.782535,SE,72108943,"$2,772.22","RICHLAND, WA",07/6 11:00,"COLORADO SPRINGS, CO",07/7 14:28,"1,259","1,197",NO NOTES,2456,1.13,6,
2026-07-01T21:02:13.593268,WG,72107301,"$1,180.69","SHEPHERDSVILLE, KY",07/6 17:00,"WARRENDALE, PA",07/7 08:00,"1,315",417,BAX5100: ALL TAKEDA LOADS THAT ARE TEMP SHOULD BE TVAL,1732,0.68,1,
2026-07-01T21:02:17.041741,WG,72105269,$885.86,"LA VERGNE, TN",07/6 17:00,"SHEPHERDSVILLE, KY",07/7 07:00,"1,234",171,"CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",1405,0.63,1,
2026-07-01T21:02:20.309235,WG,72104823,"$3,997.22","ROANOKE, TX",07/6 17:00,"SUNNYVALE, CA",07/8 11:00,611,"1,661","FOR NOVEMBER 27TH, 2024, OUR DOCK HOURS WILL BE 6AM-12PM PST FOR HAZMAT.",2272,1.76,25,
2026-07-01T21:02:23.021120,WG,72104119,"$2,115.34","LOCKBOURNE, OH",07/6 17:00,"OLIVE BRANCH, MS",07/7 09:00,"1,470",594,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2064,1.02,2,
2026-07-01T21:09:02.624902,WG,72100125,"$1,452.77","BROOKS, KY",07/6 17:00,"OLIVE BRANCH, MS",07/7 08:59,"1,310",377,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,1687,0.86,1,
